TahunBulan,Tahun,Bulan,NamaBulan,SKU,Produk,Kategori,Rasa,Ukuran,Packing,Lokasi,Demand,DemandValue,Capacity,Harga,Scenario,Growth,ScenarioDemand,ScenarioValue,Utilization,CapacityGap,RevenueImpact
2024-01-01,2024,1,January,SKU08,Product A,Food,Berry,Small,Bottle,Jakarta,2097,20970000,4000,10000,Base,0,2097,20970000,0.52425,1903,0
2024-01-01,2024,1,January,SKU09,Product A,Food,Chocolate,Small,Box,Jakarta,681,6810000,4000,10000,+10%,0.1,749.1,7491000,0.187275,3250.9,681000
2024-01-01,2024,1,January,SKU09,Product A,Food,Chocolate,Small,Box,Jakarta,681,6810000,4000,10000,+20%,0.2,817.1999999999999,8171999.999999999,0.20429999999999998,3182.8,1361999.999999999
2024-01-01,2024,1,January,SKU09,Product A,Food,Chocolate,Small,Box,Jakarta,681,6810000,4000,10000,+30%,0.3,885.3000000000001,8853000,0.22132500000000002,3114.7,2043000
2024-01-01,2024,1,January,SKU09,Product A,Food,Chocolate,Small,Box,Jakarta,681,6810000,4000,10000,-10%,-0.1,612.9,6129000,0.153225,3387.1,-681000
2024-01-01,2024,1,January,SKU09,Product A,Food,Chocolate,Small,Box,Jakarta,681,6810000,4000,10000,-20%,-0.2,544.8000000000001,5448000.000000001,0.13620000000000002,3455.2,-1361999.999999999
2024-01-01,2024,1,January,SKU09,Product A,Food,Chocolate,Small,Box,Jakarta,681,6810000,4000,10000,-30%,-0.3,476.7,4767000,0.119175,3523.3,-2043000
2024-01-01,2024,1,January,SKU09,Product A,Food,Chocolate,Small,Box,Jakarta,681,6810000,4000,10000,Base,0,681,6810000,0.17025,3319,0
2024-01-01,2024,1,January,SKU10,Product A,Food,Original,Medium,Bottle,Jakarta,2900,21750000,5000,7500,+10%,0.1,3190.0000000000005,23925000.000000004,0.6380000000000001,1809.9999999999995,2175000.0000000037
2024-01-01,2024,1,January,SKU10,Product A,Food,Original,Medium,Bottle,Jakarta,2900,21750000,5000,7500,+20%,0.2,3480,26100000,0.696,1520,4350000
2024-01-01,2024,1,January,SKU10,Product A,Food,Original,Medium,Bottle,Jakarta,2900,21750000,5000,7500,+30%,0.3,3770,28275000,0.754,1230,6525000
2024-01-01,2024,1,January,SKU10,Product A,Food,Original,Medium,Bottle,Jakarta,2900,21750000,5000,7500,-10%,-0.1,2610,19575000,0.522,2390,-2175000
2024-01-01,2024,1,January,SKU10,Product A,Food,Original,Medium,Bottle,Jakarta,2900,21750000,5000,7500,-20%,-0.2,2320,17400000,0.464,2680,-4350000
2024-01-01,2024,1,January,SKU10,Product A,Food,Original,Medium,Bottle,Jakarta,2900,21750000,5000,7500,-30%,-0.3,2029.9999999999998,15224999.999999998,0.40599999999999997,2970,-6525000.000000002
2024-01-01,2024,1,January,SKU10,Product A,Food,Original,Medium,Bottle,Jakarta,2900,21750000,5000,7500,Base,0,2900,21750000,0.58,2100,0
2024-01-01,2024,1,January,SKU11,Product A,Food,Berry,Medium,Box,Bandung,4997,74955000,6000,15000,+10%,0.1,5496.700000000001,82450500.00000001,0.9161166666666668,503.2999999999993,7495500.000000015
2024-01-01,2024,1,January,SKU11,Product A,Food,Berry,Medium,Box,Bandung,4997,74955000,6000,15000,+20%,0.2,5996.4,89946000,0.9994,3.600000000000364,14991000
2024-01-01,2024,1,January,SKU11,Product A,Food,Berry,Medium,Box,Bandung,4997,74955000,6000,15000,+30%,0.3,6496.1,97441500,1.0826833333333334,-496.10000000000036,22486500
2024-01-01,2024,1,January,SKU11,Product A,Food,Berry,Medium,Box,Bandung,4997,74955000,6000,15000,-10%,-0.1,4497.3,67459500,0.74955,1502.6999999999998,-7495500
2024-01-01,2024,1,January,SKU11,Product A,Food,Berry,Medium,Box,Bandung,4997,74955000,6000,15000,-20%,-0.2,3997.6000000000004,59964000.00000001,0.6662666666666667,2002.3999999999996,-14990999.999999993
2024-01-01,2024,1,January,SKU11,Product A,Food,Berry,Medium,Box,Bandung,4997,74955000,6000,15000,-30%,-0.3,3497.8999999999996,52468499.99999999,0.5829833333333333,2502.1000000000004,-22486500.000000007
2024-01-01,2024,1,January,SKU11,Product A,Food,Berry,Medium,Box,Bandung,4997,74955000,6000,15000,Base,0,4997,74955000,0.8328333333333333,1003,0
2024-01-01,2024,1,January,SKU12,Product A,Food,Vanilla,Large,Box,Jakarta,2924,29240000,5000,10000,+10%,0.1,3216.4,32164000,0.64328,1783.6,2924000
2024-01-01,2024,1,January,SKU12,Product A,Food,Vanilla,Large,Box,Jakarta,2924,29240000,5000,10000,+20%,0.2,3508.7999999999997,35088000,0.7017599999999999,1491.2000000000003,5848000
2024-01-01,2024,1,January,SKU12,Product A,Food,Vanilla,Large,Box,Jakarta,2924,29240000,5000,10000,+30%,0.3,3801.2000000000003,38012000,0.76024,1198.7999999999997,8772000
2024-01-01,2024,1,January,SKU12,Product A,Food,Vanilla,Large,Box,Jakarta,2924,29240000,5000,10000,-10%,-0.1,2631.6,26316000,0.52632,2368.4,-2924000
2024-01-01,2024,1,January,SKU12,Product A,Food,Vanilla,Large,Box,Jakarta,2924,29240000,5000,10000,-20%,-0.2,2339.2000000000003,23392000.000000004,0.46784000000000003,2660.7999999999997,-5847999.999999996
2024-01-01,2024,1,January,SKU12,Product A,Food,Vanilla,Large,Box,Jakarta,2924,29240000,5000,10000,-30%,-0.3,2046.8,20468000,0.40936,2953.2,-8772000
2024-01-01,2024,1,January,SKU12,Product A,Food,Vanilla,Large,Box,Jakarta,2924,29240000,5000,10000,Base,0,2924,29240000,0.5848,2076,0
2024-02-01,2024,2,February,SKU01,Product B,Food,Vanilla,Large,Box,Jakarta,4959,74385000,6000,15000,+10%,0.1,5454.9000000000005,81823500.00000001,0.9091500000000001,545.0999999999995,7438500.000000015
2024-02-01,2024,2,February,SKU01,Product B,Food,Vanilla,Large,Box,Jakarta,4959,74385000,6000,15000,+20%,0.2,5950.8,89262000,0.9918,49.19999999999982,14877000
2024-02-01,2024,2,February,SKU01,Product B,Food,Vanilla,Large,Box,Jakarta,4959,74385000,6000,15000,+30%,0.3,6446.7,96700500,1.07445,-446.6999999999998,22315500
2024-02-01,2024,2,February,SKU01,Product B,Food,Vanilla,Large,Box,Jakarta,4959,74385000,6000,15000,-10%,-0.1,4463.1,66946500.00000001,0.74385,1536.8999999999996,-7438499.999999993
2024-02-01,2024,2,February,SKU01,Product B,Food,Vanilla,Large,Box,Jakarta,4959,74385000,6000,15000,-20%,-0.2,3967.2000000000003,59508000.00000001,0.6612,2032.7999999999997,-14876999.999999993
2024-02-01,2024,2,February,SKU01,Product B,Food,Vanilla,Large,Box,Jakarta,4959,74385000,6000,15000,-30%,-0.3,3471.2999999999997,52069499.99999999,0.57855,2528.7000000000003,-22315500.000000007
2024-02-01,2024,2,February,SKU01,Product B,Food,Vanilla,Large,Box,Jakarta,4959,74385000,6000,15000,Base,0,4959,74385000,0.8265,1041,0
2024-02-01,2024,2,February,SKU02,Product B,Food,Vanilla,Large,Box,Jakarta,834,6255000,6000,7500,+10%,0.1,917.4000000000001,6880500.000000001,0.1529,5082.6,625500.0000000009
2024-02-01,2024,2,February,SKU02,Product B,Food,Vanilla,Large,Box,Jakarta,834,6255000,6000,7500,+20%,0.2,1000.8,7506000,0.1668,4999.2,1251000
2024-02-01,2024,2,February,SKU02,Product B,Food,Vanilla,Large,Box,Jakarta,834,6255000,6000,7500,+30%,0.3,1084.2,8131500,0.1807,4915.8,1876500
2024-02-01,2024,2,February,SKU02,Product B,Food,Vanilla,Large,Box,Jakarta,834,6255000,6000,7500,-10%,-0.1,750.6,5629500,0.12510000000000002,5249.4,-625500
2024-02-01,2024,2,February,SKU02,Product B,Food,Vanilla,Large,Box,Jakarta,834,6255000,6000,7500,-20%,-0.2,667.2,5004000,0.11120000000000001,5332.8,-1251000
2024-02-01,2024,2,February,SKU02,Product B,Food,Vanilla,Large,Box,Jakarta,834,6255000,6000,7500,-30%,-0.3,583.8,4378500,0.0973,5416.2,-1876500
2024-02-01,2024,2,February,SKU02,Product B,Food,Vanilla,Large,Box,Jakarta,834,6255000,6000,7500,Base,0,834,6255000,0.139,5166,0
2024-02-01,2024,2,February,SKU03,Product B,Food,Chocolate,Small,Bottle,Jakarta,1457,21855000,4000,15000,+10%,0.1,1602.7,24040500,0.400675,2397.3,2185500
2024-02-01,2024,2,February,SKU03,Product B,Food,Chocolate,Small,Bottle,Jakarta,1457,21855000,4000,15000,+20%,0.2,1748.3999999999999,26225999.999999996,0.4371,2251.6000000000004,4370999.999999996
2024-02-01,2024,2,February,SKU03,Product B,Food,Chocolate,Small,Bottle,Jakarta,1457,21855000,4000,15000,+30%,0.3,1894.1000000000001,28411500.000000004,0.47352500000000003,2105.8999999999996,6556500.000000004
2024-02-01,2024,2,February,SKU03,Product B,Food,Chocolate,Small,Bottle,Jakarta,1457,21855000,4000,15000,-10%,-0.1,1311.3,19669500,0.327825,2688.7,-2185500
2024-02-01,2024,2,February,SKU03,Product B,Food,Chocolate,Small,Bottle,Jakarta,1457,21855000,4000,15000,-20%,-0.2,1165.6000000000001,17484000.000000004,0.29140000000000005,2834.3999999999996,-4370999.999999996
2024-02-01,2024,2,February,SKU03,Product B,Food,Chocolate,Small,Bottle,Jakarta,1457,21855000,4000,15000,-30%,-0.3,1019.9,15298500,0.254975,2980.1,-6556500
2024-02-01,2024,2,February,SKU03,Product B,Food,Chocolate,Small,Bottle,Jakarta,1457,21855000,4000,15000,Base,0,1457,21855000,0.36425,2543,0
2024-02-01,2024,2,February,SKU04,Product B,Food,Original,Medium,Box,Bandung,2519,12595000,6000,5000,+10%,0.1,2770.9,13854500,0.4618166666666667,3229.1,1259500
2024-02-01,2024,2,February,SKU04,Product B,Food,Original,Medium,Box,Bandung,2519,12595000,6000,5000,+20%,0.2,3022.7999999999997,15113999.999999998,0.5037999999999999,2977.2000000000003,2518999.999999998
2024-02-01,2024,2,February,SKU04,Product B,Food,Original,Medium,Box,Bandung,2519,12595000,6000,5000,+30%,0.3,3274.7000000000003,16373500.000000002,0.5457833333333334,2725.2999999999997,3778500.000000002
2024-02-01,2024,2,February,SKU04,Product B,Food,Original,Medium,Box,Bandung,2519,12595000,6000,5000,-10%,-0.1,2267.1,11335500,0.37784999999999996,3732.9,-1259500
2024-02-01,2024,2,February,SKU04,Product B,Food,Original,Medium,Box,Bandung,2519,12595000,6000,5000,-20%,-0.2,2015.2,10076000,0.33586666666666665,3984.8,-2519000
2024-02-01,2024,2,February,SKU04,Product B,Food,Original,Medium,Box,Bandung,2519,12595000,6000,5000,-30%,-0.3,1763.3,8816500,0.29388333333333333,4236.7,-3778500
2024-02-01,2024,2,February,SKU04,Product B,Food,Original,Medium,Box,Bandung,2519,12595000,6000,5000,Base,0,2519,12595000,0.41983333333333334,3481,0
2024-02-01,2024,2,February,SKU05,Product B,Food,Berry,Small,Bottle,Bandung,3814,28605000,5000,7500,+10%,0.1,4195.4000000000005,31465500.000000004,0.8390800000000002,804.5999999999995,2860500.0000000037
2024-02-01,2024,2,February,SKU05,Product B,Food,Berry,Small,Bottle,Bandung,3814,28605000,5000,7500,+20%,0.2,4576.8,34326000,0.9153600000000001,423.1999999999998,5721000
2024-02-01,2024,2,February,SKU05,Product B,Food,Berry,Small,Bottle,Bandung,3814,28605000,5000,7500,+30%,0.3,4958.2,37186500,0.99164,41.80000000000018,8581500
2024-02-01,2024,2,February,SKU05,Product B,Food,Berry,Small,Bottle,Bandung,3814,28605000,5000,7500,-10%,-0.1,3432.6,25744500,0.68652,1567.4,-2860500
2024-02-01,2024,2,February,SKU05,Product B,Food,Berry,Small,Bottle,Bandung,3814,28605000,5000,7500,-20%,-0.2,3051.2000000000003,22884000.000000004,0.61024,1948.7999999999997,-5720999.999999996
2024-02-01,2024,2,February,SKU05,Product B,Food,Berry,Small,Bottle,Bandung,3814,28605000,5000,7500,-30%,-0.3,2669.7999999999997,20023499.999999996,0.53396,2330.2000000000003,-8581500.000000004
2024-02-01,2024,2,February,SKU05,Product B,Food,Berry,Small,Bottle,Bandung,3814,28605000,5000,7500,Base,0,3814,28605000,0.7628,1186,0
2024-02-01,2024,2,February,SKU06,Product B,Food,Chocolate,Medium,Box,Jakarta,4610,46100000,6000,10000,+10%,0.1,5071,50710000,0.8451666666666666,929,4610000
2024-02-01,2024,2,February,SKU06,Product B,Food,Chocolate,Medium,Box,Jakarta,4610,46100000,6000,10000,+20%,0.2,5532,55320000,0.922,468,9220000
2024-02-01,2024,2,February,SKU06,Product B,Food,Chocolate,Medium,Box,Jakarta,4610,46100000,6000,10000,+30%,0.3,5993,59930000,0.9988333333333334,7,13830000
2024-02-01,2024,2,February,SKU06,Product B,Food,Chocolate,Medium,Box,Jakarta,4610,46100000,6000,10000,-10%,-0.1,4149,41490000,0.6915,1851,-4610000
2024-02-01,2024,2,February,SKU06,Product B,Food,Chocolate,Medium,Box,Jakarta,4610,46100000,6000,10000,-20%,-0.2,3688,36880000,0.6146666666666667,2312,-9220000
2024-02-01,2024,2,February,SKU06,Product B,Food,Chocolate,Medium,Box,Jakarta,4610,46100000,6000,10000,-30%,-0.3,3227,32270000,0.5378333333333334,2773,-13830000
2024-02-01,2024,2,February,SKU06,Product B,Food,Chocolate,Medium,Box,Jakarta,4610,46100000,6000,10000,Base,0,4610,46100000,0.7683333333333333,1390,0
2024-02-01,2024,2,February,SKU07,Product B,Food,Chocolate,Large,Bottle,Jakarta,1416,7080000,4000,5000,+10%,0.1,1557.6000000000001,7788000.000000001,0.3894,2442.3999999999996,708000.0000000009
2024-02-01,2024,2,February,SKU07,Product B,Food,Chocolate,Large,Bottle,Jakarta,1416,7080000,4000,5000,+20%,0.2,1699.2,8496000,0.4248,2300.8,1416000
2024-02-01,2024,2,February,SKU07,Product B,Food,Chocolate,Large,Bottle,Jakarta,1416,7080000,4000,5000,+30%,0.3,1840.8,9204000,0.4602,2159.2,2124000
2024-02-01,2024,2,February,SKU07,Product B,Food,Chocolate,Large,Bottle,Jakarta,1416,7080000,4000,5000,-10%,-0.1,1274.4,6372000,0.31860000000000005,2725.6,-708000
2024-02-01,2024,2,February,SKU07,Product B,Food,Chocolate,Large,Bottle,Jakarta,1416,7080000,4000,5000,-20%,-0.2,1132.8,5664000,0.2832,2867.2,-1416000
2024-02-01,2024,2,February,SKU07,Product B,Food,Chocolate,Large,Bottle,Jakarta,1416,7080000,4000,5000,-30%,-0.3,991.1999999999999,4956000,0.2478,3008.8,-2124000
2024-02-01,2024,2,February,SKU07,Product B,Food,Chocolate,Large,Bottle,Jakarta,1416,7080000,4000,5000,Base,0,1416,7080000,0.354,2584,0
2024-02-01,2024,2,February,SKU08,Product B,Food,Chocolate,Small,Box,Bandung,725,5437500,6000,7500,+10%,0.1,797.5000000000001,5981250.000000001,0.13291666666666668,5202.5,543750.0000000009
2024-02-01,2024,2,February,SKU08,Product B,Food,Chocolate,Small,Box,Bandung,725,5437500,6000,7500,+20%,0.2,870,6525000,0.145,5130,1087500
2024-02-01,2024,2,February,SKU08,Product B,Food,Chocolate,Small,Box,Bandung,725,5437500,6000,7500,+30%,0.3,942.5,7068750,0.15708333333333332,5057.5,1631250
2024-02-01,2024,2,February,SKU08,Product B,Food,Chocolate,Small,Box,Bandung,725,5437500,6000,7500,-10%,-0.1,652.5,4893750,0.10875,5347.5,-543750
2024-02-01,2024,2,February,SKU08,Product B,Food,Chocolate,Small,Box,Bandung,725,5437500,6000,7500,-20%,-0.2,580,4350000,0.09666666666666666,5420,-1087500
2024-02-01,2024,2,February,SKU08,Product B,Food,Chocolate,Small,Box,Bandung,725,5437500,6000,7500,-30%,-0.3,507.49999999999994,3806249.9999999995,0.08458333333333333,5492.5,-1631250.0000000005
2024-02-01,2024,2,February,SKU08,Product B,Food,Chocolate,Small,Box,Bandung,725,5437500,6000,7500,Base,0,725,5437500,0.12083333333333333,5275,0
2024-02-01,2024,2,February,SKU09,Product B,Food,Original,Medium,Box,Bandung,4063,30472500,4000,7500,+10%,0.1,4469.3,33519750,1.1173250000000001,-469.3000000000002,3047250
2024-02-01,2024,2,February,SKU09,Product B,Food,Original,Medium,Box,Bandung,4063,30472500,4000,7500,+20%,0.2,4875.5999999999995,36566999.99999999,1.2188999999999999,-875.5999999999995,6094499.999999993
2024-02-01,2024,2,February,SKU09,Product B,Food,Original,Medium,Box,Bandung,4063,30472500,4000,7500,+30%,0.3,5281.9000000000005,39614250.00000001,1.320475,-1281.9000000000005,9141750.000000007
2024-02-01,2024,2,February,SKU09,Product B,Food,Original,Medium,Box,Bandung,4063,30472500,4000,7500,-10%,-0.1,3656.7000000000003,27425250.000000004,0.9141750000000001,343.2999999999997,-3047249.9999999963
2024-02-01,2024,2,February,SKU09,Product B,Food,Original,Medium,Box,Bandung,4063,30472500,4000,7500,-20%,-0.2,3250.4,24378000,0.8126,749.5999999999999,-6094500
2024-02-01,2024,2,February,SKU09,Product B,Food,Original,Medium,Box,Bandung,4063,30472500,4000,7500,-30%,-0.3,2844.1,21330750,0.711025,1155.9,-9141750
2024-02-01,2024,2,February,SKU09,Product B,Food,Original,Medium,Box,Bandung,4063,30472500,4000,7500,Base,0,4063,30472500,1.01575,-63,0
